word	pos	msd
93	RG	RG.NOM
8	RG	RG.NOM
.	MAD	MAD

# sentence 57d0dab5
Annabelle	PM	PM.NOM
Carey	PM	PM.NOM
,	MID	MID
Nya	JJ	JJ.POS.UTR+NEU.SIN.DEF.NOM
Zeeland	PM	PM.NOM
1.13	RG	RG.NOM
,	MID	MID
21	RG	RG.NOM

# paragraph 
# sentence 57d1d779
Heat	PM	PM.NOM
4	RG	RG.NOM

# paragraph 
# sentence 57d3df6b
1	RG	RG.NOM
.	MAD	MAD

# sentence 57d1c16c
Brooke	PM	PM.NOM
Hanson	PM	PM.NOM
,	MID	MID
Australien	PM	PM.NOM
1.07	RG	RG.NOM
,	MID	MID
35	RG	RG.NOM
Q	NN	NN.AN
2	RG	RG.NOM
.	MAD	MAD

# sentence 57d48d09
Sarah	PM	PM.NOM
Poewe	PM	PM.NOM
,	MID	MID
Tyskland	PM	PM.NOM
1.07	RG	RG.NOM
,	MID	MID
97	RG	RG.NOM
Q	NN	NN.AN
3	RG	RG.NOM
.	MAD	MAD

# sentence 57d7be3c
Svitlana	PM	PM.NOM
Bondarenko	PM	PM.NOM
,	MID	MID
Ukraina	PM	PM.NOM
1.09	RG	RG.NOM
,	MID	MID
35	RG	RG.NOM
Q	NN	NN.AN
4	RG	RG.NOM
.	MAD	MAD

# sentence 57d587d3
Lauren	PM	PM.NOM
van	PM	PM.NOM
Oosten	PM	PM.NOM
,	MID	MID
Kanada	PM	PM.NOM
1.09	RG	RG.NOM
,	MID	MID
93	RG	RG.NOM
Q	NN	NN.AN
5	RG	RG.NOM
.	MAD	MAD

# sentence 57d59291
Mirna	PM	PM.NOM
Jukic	PM	PM.NOM
,	MID	MID
Österrike	PM	PM.NOM
1.09	RG	RG.NOM
,	MID	MID
99	RG	RG.NOM
Q	NN	NN.AN
6	RG	RG.NOM
.	MAD	MAD

# sentence 57d7d5aa
Majken	PM	PM.NOM
Thorup	PM	PM.NOM
,	MID	MID
Danmark	PM	PM.NOM
1.10	RG	RG.NOM
,	MID	MID
97	RG	RG.NOM
7	RG	RG.NOM
.	MAD	MAD

# sentence 57dbe261
Smiljana	PM	PM.NOM
Marinovic	PM	PM.NOM
,	MID	MID
Kroatien	PM	PM.NOM
1.11	RG	RG.NOM
,	MID	MID
00	NN	NN.AN
8	RG	RG.NOM
.	MAD	MAD

# sentence 57d7c435
Diana	PM	PM.NOM
Gomes	PM	PM.NOM
,	MID	MID
Portugal	PM	PM.NOM
1.11	RG	RG.NOM
,	MID	MID
40	RG	RG.NOM

# paragraph 
# sentence 57d24435
Heat	PM	PM.NOM
5	RG	RG.NOM

# paragraph 
# sentence 57d27c23
1	RG	RG.NOM
.	MAD	MAD

# sentence 57d8aef4
Amanda	PM	PM.NOM
Beard	PM	PM.NOM
,	MID	MID
USA	PM	PM.NOM
1.08	RG	RG.NOM
,	MID	MID
04	RG	RG.NOM
Q	NN	NN.AN
2	RG	RG.NOM
.	MAD	MAD

# sentence 57d78e75
Luo	PM	PM.NOM
Xuejuan	PM	PM.NOM
,	MID	MID
Kina	PM	PM.NOM
1.09	RG	RG.NOM
,	MID	MID
07	RG	RG.NOM
Q	NN	NN.AN
3	RG	RG.NOM
.	MAD	MAD

# sentence 57d12055
Hui	PM	PM.NOM
Qi	PM	PM.NOM
,	MID	MID
Kina	PM	PM.NOM
1.09	RG	RG.NOM
,	MID	MID
29	RG	RG.NOM
Q	NN	NN.AN
4	RG	RG.NOM
.	MAD	MAD

# sentence 57dfcb44
Masami	PM	PM.NOM
Tanaka	PM	PM.NOM
,	MID	MID
Japan	PM	PM.NOM
1.09	RG	RG.NOM
,	MID	MID
44	RG	RG.NOM
Q	NN	NN.AN
5	RG	RG.NOM
.	MAD	MAD

# sentence 57d9e69e
Chiara	PM	PM.NOM
Boggiatto	PM	PM.NOM
,	MID	MID
Italien	PM	PM.NOM
1.10	RG	RG.NOM
,	MID	MID
33	RG	RG.NOM
Q	NN	NN.AN
6	RG	RG.NOM
.	MAD	MAD

# sentence 57d6d2df
Maria	PM	PM.NOM
Östling	PM	PM.NOM
,	MID	MID
Sverige	PM	PM.NOM
1.10	RG	RG.NOM
,	MID	MID
45	RG	RG.NOM
7	RG	RG.NOM
.	MAD	MAD

# sentence 57da8060
Madelon	PM	PM.NOM
Baans	PM	PM.NOM
,	MID	MID
Nederländerna	PM	PM.NOM
1.11	RG	RG.NOM
,	MID	MID
10	RG	RG.NOM
8	RG	RG.NOM
.	MAD	MAD

# sentence 57daf0bf
Aikaterini	PM	PM.NOM
Sarakatsani	PM	PM.NOM
,	MID	MID
Grekland	PM	PM.NOM
1.12	RG	RG.NOM
,	MID	MID
46	RG	RG.NOM

# paragraph 
# sentence 57d09cf1
Heat	PM	PM.NOM
6	RG	RG.NOM

# paragraph 
# sentence 57d57540
1	RG	RG.NOM
.	MAD	MAD

# sentence 57d7318d
Leisel	PM	PM.NOM
Jones	PM	PM.NOM
,	MID	MID
Australien	PM	PM.NOM
1.07	RG	RG.NOM
,	MID	MID
69	RG	RG.NOM
Q	NN	NN.AN
2	RG	RG.NOM
.	MAD	MAD

# sentence 57df4331
Tara	PM	PM.NOM
Kirk	PM	PM.NOM
,	MID	MID
USA	PM	PM.NOM
1.07	RG	RG.NOM
,	MID	MID
92	RG	RG.NOM
Q	NN	NN.AN
3	RG	RG.NOM
.	MAD	MAD

# sentence 57d9f86b
Rhiannon	NN	NN.UTR.SIN.DEF.NOM
Leier	PM	PM.NOM
,	MID	MID
Kanada	PM	PM.NOM
1.09	RG	RG.NOM
,	MID	MID
38	RG	RG.NOM
Q	NN	NN.AN
4	RG	RG.NOM
.	MAD	MAD

# sentence 57d45769
Agnes	PM	PM.NOM
Kovacs	PM	PM.NOM
,	MID	MID
Ungern	PM	PM.NOM
1.09	RG	RG.NOM
,	MID	MID
51	RG	RG.NOM
Q	NN	NN.AN
5	RG	RG.NOM
.	MAD	MAD

# sentence 57de4cd4
Vipa	PM	PM.NOM
Bernhardt	PM	PM.NOM
,	MID	MID
Tyskland	PM	PM.NOM
1.09	RG	RG.NOM
,	MID	MID
60	RG	RG.NOM
Q	NN	NN.AN
6	RG	RG.NOM
.	MAD	MAD

# sentence 57de4724
Elena	PM	PM.NOM
Bogomazova	PM	PM.NOM
,	MID	MID
Ryssland	PM	PM.NOM
1.10	RG	RG.NOM
,	MID	MID
24	RG	RG.NOM
Q	NN	NN.AN
7	RG	RG.NOM
.	MAD	MAD

# sentence 57df483e
Eeva	PM	PM.NOM
Saarinen	PM	PM.NOM
,	MID	MID
Finland	PM	PM.NOM
1.11	RG	RG.NOM
,	MID	MID
39	RG	RG.NOM
8	RG	RG.NOM
.	MAD	MAD

# sentence 57d57346
Emma	PM	PM.NOM
Robinson	PM	PM.NOM
,	MID	MID
Irland	PM	PM.NOM
1.11	RG	RG.NOM
,	MID	MID
40	RG	RG.NOM

# paragraph 
# sentence 57d46691
Semifinaler	NN	NN.UTR.PLU.IND.NOM

# paragraph 
# sentence 57ddabf5
Heat	PM	PM.NOM
1	RG	RG.NOM

# paragraph 
# sentence 57d18a19
1	RG	RG.NOM
.	MAD	MAD

# sentence 57dc2048
Leisel	PM	PM.NOM
Jones	PM	PM.NOM
,	MID	MID
Australien	PM	PM.NOM
1.06	RG	RG.NOM
,	MID	MID
78	RG	RG.NOM
Q	NN	NN.AN
Olympiskt	JJ	JJ.POS.NEU.SIN.IND.NOM
rekord	NN	NN.NEU.SIN.IND.NOM
2	RG	RG.NOM
.	MAD	MAD

# sentence 57dbb7ad
Sarah	PM	PM.NOM
Poewe	PM	PM.NOM
,	MID	MID
Tyskland	PM	PM.NOM
1.07	RG	RG.NOM
,	MID	MID
48	RG	RG.NOM
Q	NN	NN.AN
Tyskt	JJ	JJ.POS.NEU.SIN.IND.NOM
rekord	NN	NN.NEU.SIN.IND.NOM
3	RG	RG.NOM
.	MAD	MAD

# sentence 57dfbbd3
Svitlana	PM	PM.NOM
Bondarenko	PM	PM.NOM
,	MID	MID
Ukraina	PM	PM.NOM
1.08	RG	RG.NOM
,	MID	MID
28	RG	RG.NOM
Q	NN	NN.AN
4	RG	RG.NOM
.	MAD	MAD

# sentence 57d8a8bc
Luo	PM	PM.NOM
Xuejuan	PM	PM.NOM
,	MID	MID
Kina	PM	PM.NOM
1.08	RG	RG.NOM
,	MID	MID
57	RG	RG.NOM
Q	NN	NN.AN
5	RG	RG.NOM
.	MAD	MAD

# sentence 57d359f9
Masami	PM	PM.NOM
Tanaka	PM	PM.NOM
,	MID	MID
Japan	PM	PM.NOM
1.09	RG	RG.NOM
,	MID	MID
11	RG	RG.NOM
6	RG	RG.NOM
.	MAD	MAD

# sentence 57d08fa9
Vipa	PM	PM.NOM
Bernhardt	PM	PM.NOM
,	MID	MID
Tyskland	PM	PM.NOM
1.09	RG	RG.NOM
,	MID	MID
72	RG	RG.NOM
7	RG	RG.NOM
.	MAD	MAD

# sentence 57d107a4
Mirna	PM	PM.NOM
Jukic	PM	PM.NOM
,	MID	MID
Österrike	PM	PM.NOM
1.10	RG	RG.NOM
,	MID	MID
06	RG	RG.NOM
8	RG	RG.NOM
.	MAD	MAD

# sentence 57deb90b
Chiara	PM	PM.NOM
Boggiatto	PM	PM.NOM
,	MID	MID
Italien	PM	PM.NOM
1.10	RG	RG.NOM
,	MID	MID
84	RG	RG.NOM

# paragraph 
# sentence 57dc01bf
Heat	PM	PM.NOM
2	RG	RG.NOM

# paragraph 
# sentence 57d5bd14
1	RG	RG.NOM
.	MAD	MAD

# sentence 57d29816
Tara	PM	PM.NOM
Kirk	PM	PM.NOM
,	MID	MID
USA	PM	PM.NOM
1.07	RG	RG.NOM
,	MID	MID
60	RG	RG.NOM
Q	NN	NN.AN
2	RG	RG.NOM
.	MAD	MAD

# sentence 57d2a745
Brooke	PM	PM.NOM
Hanson	PM	PM.NOM
,	MID	MID
Australien	PM	PM.NOM
1.07	RG	RG.NOM
,	MID	MID
75	RG	RG.NOM
Q	NN	NN.AN
3	RG	RG.NOM
.	MAD	MAD

# sentence 57dd47ef
Amanda	PM	PM.NOM
Beard	PM	PM.NOM
,	MID	MID
USA	PM	PM.NOM
1.07	RG	RG.NOM
,	MID	MID
92	RG	RG.NOM
Q	NN	NN.AN
4	RG	RG.NOM
.	MAD	MAD

# sentence 57ddcff4
Hui	PM	PM.NOM
Qi	PM	PM.NOM
,	MID	MID
Kina	PM	PM.NOM
1.09	RG	RG.NOM
,	MID	MID
06	RG	RG.NOM
Q	NN	NN.AN
5	RG	RG.NOM
.	MAD	MAD

# sentence 57d719de
Agnes	PM	PM.NOM
Kovacs	PM	PM.NOM
,	MID	MID
Ungern	PM	PM.NOM
1.09	RG	RG.NOM
,	MID	MID
12	RG	RG.NOM
6	RG	RG.NOM
.	MAD	MAD

# sentence 57d9e0a1
Lauren	PM	PM.NOM
van	PM	PM.NOM
Oosten	PM	PM.NOM
,	MID	MID
Kanada	PM	PM.NOM
1.09	RG	RG.NOM
,	MID	MID
45	RG	RG.NOM
7	RG	RG.NOM
.	MAD	MAD

# sentence 57ddfd2a
Rhiannon	NN	NN.UTR.SIN.DEF.NOM
Leier	PM	PM.NOM
,	MID	MID
Kanada	PM	PM.NOM
1.09	RG	RG.NOM
,	MID	MID
46	RG	RG.NOM
8	RG	RG.NOM
.	MAD	MAD

# sentence 57d81a73
Elena	PM	PM.NOM
Bogomazova	PM	PM.NOM
,	MID	MID
Ryssland	PM	PM.NOM
1.10	RG	RG.NOM
,	MID	MID
41	RG	RG.NOM

# paragraph 
# sentence 57d9ca9d
Final	NN	NN.UTR.SIN.IND.NOM

# paragraph 
# sentence 57d0a124
1	RG	RG.NOM
.	MAD	MAD

# sentence 57d2eba5
Luo	PM	PM.NOM
Xuejuan	PM	PM.NOM
,	MID	MID
Kina	PM	PM.NOM
1.06	RG	RG.NOM
,	MID	MID
64	RG	RG.NOM
Olympiskt	JJ	JJ.POS.NEU.SIN.IND.NOM
rekord	NN	NN.NEU.SIN.IND.NOM
2	RG	RG.NOM
.	MAD	MAD

# sentence 57d3025a
Brooke	PM	PM.NOM
Hanson	PM	PM.NOM
,	MID	MID
Australien	PM	PM.NOM
1.07	RG	RG.NOM
,	MID	MID
15	RG	RG.NOM
3	RG	RG.NOM
.	MAD	MAD

# sentence 57d4bd5e
Leisel	PM	PM.NOM
Jones	PM	PM.NOM
,	MID	MID
Australien	PM	PM.NOM
1.07	RG	RG.NOM
,	MID	MID
16	RG	RG.NOM
4	RG	RG.NOM
.	MAD	MAD

# sentence 57d694f4
Amanda	PM	PM.NOM
Beard	PM	PM.NOM
,	MID	MID
USA	PM	PM.NOM
1.07	RG	RG.NOM
,	MID	MID
44	RG	RG.NOM
5	RG	RG.NOM
.	MAD	MAD

# sentence 57d3fc8c
Sarah	PM	PM.NOM
Poewe	PM	PM.NOM
,	MID	MID
Tyskland	PM	PM.NOM
1.07	RG	RG.NOM
,	MID	MID
53	RG	RG.NOM
6	RG	RG.NOM
.	MAD	MAD

# sentence 57d89010
Tara	PM	PM.NOM
Kirk	PM	PM.NOM
,	MID	MID
USA	PM	PM.NOM
1.07	RG	RG.NOM
,	MID	MID
59	RG	RG.NOM
7	RG	RG.NOM
.	MAD	MAD

# sentence 57d1e460
Svitlana	PM	PM.NOM
Bondarenko	PM	PM.NOM
,	MID	MID
Ukraina	PM	PM.NOM
1.08	RG	RG.NOM
,	MID	MID
19	RG	RG.NOM
8	RG	RG.NOM
.	MAD	MAD

# sentence 57d55b77
Hui	PM	PM.NOM
Qi	PM	PM.NOM
,	MID	MID
Kina	PM	PM.NOM
DSQ	PM	PM.NOM

# paragraph 
# sentence 57d0cc04
Tidigare	JJ	JJ.KOM.UTR+NEU.SIN+PLU.IND+DEF.NOM
vinnare	NN	NN.UTR.PLU.IND.NOM

# paragraph 
# sentence 57d8ba90
OS	PM	PM.NOM

# paragraph 
# sentence 57d3673e
•	NN	NN.AN
1896	RG	RG.NOM
–	MID	MID
1964	RG	RG.NOM
:	MID	MID
Ingen	DT	DT.UTR.SIN.IND
tävling	NN	NN.UTR.SIN.IND.NOM
•	NN	NN.AN
1968	RG	RG.NOM
i	PP	PP
Mexico	PM	PM.NOM
City	PM	PM.NOM
:	MID	MID
Djurdjica	PM	PM.NOM
Bjedov	PM	PM.NOM
,	MID	MID
Jugoslavien	PM	PM.NOM
–	MID	MID
1.15	RG	RG.NOM
,	MID	MID
8	RG	RG.NOM
•	NN	NN.AN
1972	RG	RG.NOM
i	PP	PP
München	PM	PM.NOM
:	MID	MID
Catherine	PM	PM.NOM
Carr	PM	PM.NOM
,	MID	MID
USA	PM	PM.NOM
–	MID	MID
1.13	RG	RG.NOM
,	MID	MID
58	RG	RG.NOM
•	NN	NN.AN
1976	RG	RG.NOM
i	PP	PP
Montréal	PM	PM.NOM
:	MID	MID
Hannelore	PM	PM.NOM
Anke	PM	PM.NOM
,	MID	MID
DDR	PM	PM.NOM
–	MID	MID
1.11	RG	RG.NOM
,	MID	MID
16	RG	RG.NOM
•	NN	NN.AN
1980	RG	RG.NOM
i	PP	PP
Moskva	PM	PM.NOM
:	MID	MID
Ute	AB	AB
Geweniger	PM	PM.NOM
,	MID	MID
DDR	PM	PM.NOM
–	MID	MID
1.10	RG	RG.NOM
,	MID	MID
22	RG	RG.NOM
•	NN	NN.AN
1984	RG	RG.NOM
i	PP	PP
Los	PM	PM.NOM
Angeles	PM	PM.NOM
:	MID	MID
Petra	PM	PM.NOM
van	PM	PM.NOM
Staveren	PM	PM.NOM
,	MID	MID
Nederländerna	PM	PM.NOM
–	MID	MID
1.09	RG	RG.NOM
,	MID	MID
88	RG	RG.NOM
•	NN	NN.AN
1988	RG	RG.NOM
i	PP	PP
Seoul	PM	PM.NOM
:	MID	MID
Tanja	PM	PM.NOM
Dangalakova	PM	PM.NOM
,	MID	MID
Bulgarien	PM	PM.NOM
–	MID	MID
1.07	RG	RG.NOM
,	MID	MID
95	RG	RG.NOM
•	NN	NN.AN
1992	RG	RG.NOM
i	PP	PP
Barcelona	PM	PM.NOM
:	MID	MID
Jelena	PM	PM.NOM
Rudkovskaja	PM	PM.NOM
,	MID	MID
OSS	PN	PN.UTR.PLU.DEF.OBJ
–	MID	MID
1.08	RG	RG.NOM
,	MID	MID
00	NN	NN.AN
•	NN	NN.AN
1996	RG	RG.NOM
i	PP	PP
Atlanta	PM	PM.NOM
:	MID	MID
Penny	PM	PM.NOM
Heyns	PM	PM.NOM
,	MID	MID
Sydafrika	PM	PM.NOM
–	MID	MID
1.07	RG	RG.NOM
,	MID	MID
73	RG	RG.NOM
•	NN	NN.AN
2000	RG	RG.NOM
i	PP	PP
Sydney	PM	PM.NOM
:	MID	MID
Megan	PM	PM.NOM
Quann	PM	PM.NOM
,	MID	MID
USA	PM	PM.NOM
–	MID	MID
1.07	RG	RG.NOM
,	MID	MID
05	RG	RG.NOM

# paragraph 
# sentence 57ddf555
VM	PM	PM.NOM

# paragraph 
# sentence 57deab99
•	NN	NN.AN
1973	RG	RG.NOM
i	PP	PP
Belgrad	PM	PM.NOM
:	MID	MID
Renate	PM	PM.NOM
Vogel	PM	PM.NOM
,	MID	MID
DDR	PM	PM.NOM
–	MID	MID
1.13	RG	RG.NOM
,	MID	MID
74	RG	RG.NOM
•	NN	NN.AN
1975	RG	RG.NOM
i	PP	PP
Cali	PM	PM.NOM
,	MID	MID
Colombia	PM	PM.NOM
:	MID	MID
Hannelore	PM	PM.NOM
Anke	PM	PM.NOM
,	MID	MID
DDR	PM	PM.NOM
–	MID	MID
1.12	RG	RG.NOM
,	MID	MID
72	RG	RG.NOM
•	NN	NN.AN
1978	RG	RG.NOM
i	PP	PP
Berlin	PM	PM.NOM
:	MID	MID
Julija	PM	PM.NOM
Bogdanova	PM	PM.NOM
,	MID	MID
Sovjetunionen	PM	PM.NOM
–	MID	MID
1.10	RG	RG.NOM
,	MID	MID
31	RG	RG.NOM
•	NN	NN.AN
1982	RG	RG.NOM
i	PP	PP
Guayaquil	PM	PM.NOM
,	MID	MID
Ecuador	PM	PM.NOM
:	MID	MID
Ute	AB	AB
Geweniger	PM	PM.NOM
,	MID	MID
DDR	PM	PM.NOM
–	MID	MID
1.09	RG	RG.NOM
,	MID	MID
14	RG	RG.NOM
•	NN	NN.AN
1986	RG	RG.NOM
i	PP	PP
Madrid	PM	PM.NOM
:	MID	MID
Sylvia	PM	PM.NOM
Gerasch	PM	PM.NOM
,	MID	MID
DDR	PM	PM.NOM
–	MID	MID
1.08	RG	RG.NOM
,	MID	MID
11	RG	RG.NOM
•	NN	NN.AN
1991	RG	RG.NOM
i	PP	PP
Perth	PM	PM.NOM
:	MID	MID
Linley	PM	PM.NOM
Frame	PM	PM.NOM
,	MID	MID
Australien	PM	PM.NOM
–	MID	MID
1.08	RG	RG.NOM
,	MID	MID
81	RG	RG.NOM
•	NN	NN.AN
1994	RG	RG.NOM
i	PP	PP
Rom	PM	PM.NOM
:	MID	MID
Sam	PM	PM.NOM
Riley	PM	PM.NOM
,	MID	MID
Australien	PM	PM.NOM
–	MID	MID
1.07	RG	RG.NOM
,	MID	MID
69	RG	RG.NOM
•	NN	NN.AN
1998	RG	RG.NOM
i	PP	PP
Perth	PM	PM.NOM
:	MID	MID
Kristy	PM	PM.NOM
Kowal	PM	PM.NOM
,	MID	MID
USA	PM	PM.NOM
–	MID	MID
1.08	RG	RG.NOM
,	MID	MID
42	RG	RG.NOM
•	NN	NN.AN
2001	RG	RG.NOM
i	PP	PP
Fukuoka	PM	PM.NOM
,	MID	MID
Japan	PM	PM.NOM
:	MID	MID
Xuejuan	PM	PM.NOM
Luo	PM	PM.NOM
,	MID	MID
Kina	PM	PM.NOM
–	MID	MID
1.07	RG	RG.NOM
,	MID	MID
18	RG	RG.NOM
•	NN	NN.AN
2003	RG	RG.NOM
i	PP	PP
Barcelona	PM	PM.NOM
:	MID	MID
Xuejuan	PM	PM.NOM
Luo	PM	PM.NOM
,	MID	MID
Kina	PM	PM.NOM
–	MID	MID
1.06	RG	RG.NOM
,	MID	MID
80	RG	RG.NOM

# text 
# paragraph 
# sentence 57d1c2ea
104	RG	RG.NOM

# paragraph 
# sentence 57d3862b
104	RG	RG.NOM
(	PAD	PAD
CIV	NN	NN.AN
)	PAD	PAD
var	VB	VB.PRT.AKT
ett	DT	DT.NEU.SIN.IND
skottår	NN	NN.NEU.SIN.IND.NOM
som	HP	HP.-.-.-
började	VB	VB.PRT.AKT
en	DT	DT.UTR.SIN.IND
måndag	NN	NN.UTR.SIN.IND.NOM
i	PP	PP
den	DT	DT.UTR.SIN.DEF
julianska	JJ	JJ.POS.UTR+NEU.SIN.DEF.NOM
kalendern	NN	NN.UTR.SIN.DEF.NOM
.	MAD	MAD

# paragraph 
# sentence 57de3ff8
Händelser	NN	NN.UTR.PLU.IND.NOM

# paragraph 
# sentence 57dbb46c
Okänt	JJ	JJ.POS.NEU.SIN.IND.NOM
datum	NN	NN.NEU.SIN.IND.NOM

# paragraph 
# sentence 57d57107
•	NN	NN.AN
Plinius	PM	PM.NOM
d.y.	NN	NN.AN
är	VB	VB.PRS.AKT
medlem	NN	NN.UTR.SIN.IND.NOM
av	PP	PP
Augurkollegiet	NN	NN.NEU.SIN.DEF.NOM
i	PP	PP
Rom	PM	PM.NOM
(	PAD	PAD
från	PP	PP
103	RG	RG.NOM
till	PP	PP
detta	DT	DT.NEU.SIN.DEF
år	NN	NN.NEU.SIN.IND.NOM
)	PAD	PAD
.	MAD	MAD

# sentence 57de1242
•	MID	MID
Byn	NN	NN.UTR.SIN.DEF.NOM
Oppidum	PM	PM.NOM
Batavorum	PM	PM.NOM
(	PAD	PAD
nuvarande	PC	PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM
Nijmegen	PM	PM.NOM
)	PAD	PAD
byter	VB	VB.PRS.AKT
namn	NN	NN.NEU.SIN.IND.NOM
till	PP	PP
Ulpia	PM	PM.NOM
Noviomagus	PM	PM.NOM
Batavorum	PM	PM.NOM
.	MAD	MAD

# sentence 57d3c4bb
I	PP	PP
folkmun	NN	NN.UTR.SIN.IND.NOM
får	VB	VB.PRS.AKT
den	DT	DT.UTR.SIN.DEF
namnet	NN	NN.NEU.SIN.DEF.NOM
Noviomagus	PM	PM.NOM
,	MID	MID
vilket	HP	HP.NEU.SIN.IND
är	VB	VB.PRS.AKT
ursprunget	NN	NN.NEU.SIN.DEF.NOM
till	PP	PP
det	DT	DT.NEU.SIN.DEF
nuvarande	PC	PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM
Nijmegen	PM	PM.NOM
.	MAD	MAD

# sentence 57d0bf5f
•	MID	MID
En	DT	DT.UTR.SIN.IND
brand	NN	NN.UTR.SIN.IND.NOM
utbryter	VB	VB.PRS.AKT
i	PP	PP
Rom	PM	PM.NOM
.	MAD	MAD

# sentence 57dff4c2
•	NN	NN.AN
I	PP	PP
spanska	JJ	JJ.POS.UTR+NEU.SIN.DEF.NOM
Alcántara	PM	PM.NOM
konstrueras	VB	VB.PRS.SFO
ett	DT	DT.NEU.SIN.IND
tempel	NN	NN.NEU.SIN.IND.NOM
åt	PP	PP
de	DT	DT.UTR+NEU.PLU.DEF
gudomliga	JJ	JJ.POS.UTR+NEU.PLU.IND+DEF.NOM
kejsarna	NN	NN.UTR.PLU.DEF.NOM
av	PP	PP
arkitekten	NN	NN.UTR.SIN.DEF.NOM
Lacer	PM	PM.NOM
.	MAD	MAD

# sentence 57d5ab2d
•	NN	NN.AN
Apollodorus	PM	PM.NOM
av	PP	PP
Damaskus	PM	PM.NOM
låter	VB	VB.PRS.AKT
bygga	VB	VB.INF.AKT
en	DT	DT.UTR.SIN.IND
stenbro	NN	NN.UTR.SIN.IND.NOM
över	PP	PP
Donau	PM	PM.NOM
,	MID	MID
vilken	HP	HP.UTR.SIN.IND
blir	VB	VB.PRS.AKT
mer	AB	AB.KOM
än	KN	KN
1	RG	RG.NOM
000	RG	RG.NOM
meter	NN	NN.UTR.PLU.IND.NOM
lång	JJ	JJ.POS.UTR.SIN.IND.NOM
,	MID	MID
50	RG	RG.NOM
meter	NN	NN.UTR.PLU.IND.NOM
hög	JJ	JJ.POS.UTR.SIN.IND.NOM
och	KN	KN
20	RG	RG.NOM
meter	NN	NN.UTR.PLU.IND.NOM
bred	JJ	JJ.POS.UTR.SIN.IND.NOM
.	MAD	MAD

# sentence 57d23359
•	NN	NN.UTR.SIN.IND.NOM
Buddhafigurer	NN	NN.UTR.PLU.IND.NOM
ersätter	VB	VB.PRS.AKT
abstrakta	JJ	JJ.POS.UTR+NEU.PLU.IND+DEF.NOM
motiv	NN	NN.NEU.PLU.IND.NOM
på	PP	PP
dekorerade	PC	PC.PRF.UTR+NEU.PLU.IND+DEF.NOM
föremål	NN	NN.NEU.PLU.IND.NOM
i	PP	PP
Indien	PM	PM.NOM
.	MAD	MAD

# paragraph 
# sentence 57dc4093
Födda	PC	PC.PRF.UTR+NEU.PLU.IND+DEF.NOM

# paragraph 
# sentence 57d25401
Avlidna	PC	PC.PRF.UTR+NEU.PLU.IND+DEF.NOM

# paragraph 
# sentence 57d649f3
•	NN	NN.AN
Martialis	PM	PM.NOM
,	MID	MID
romersk	JJ	JJ.POS.UTR.SIN.IND.NOM
poet	NN	NN.UTR.SIN.IND.NOM

# text 
# paragraph 
# sentence 57d0b9aa
111	RG	RG.NOM

# paragraph 
# sentence 57de68b0
111	RG	RG.NOM
(	PAD	PAD
CXI	PM	PM.NOM
)	PAD	PAD
var	VB	VB.PRT.AKT
ett	DT	DT.NEU.SIN.IND
normalår	NN	NN.NEU.SIN.IND.NOM
som	HP	HP.-.-.-
började	VB	VB.PRT.AKT
en	DT	DT.UTR.SIN.IND
onsdag	NN	NN.UTR.SIN.IND.NOM
i	PP	PP
den	DT	DT.UTR.SIN.DEF
julianska	JJ	JJ.POS.UTR+NEU.SIN.DEF.NOM
kalendern	NN	NN.UTR.SIN.DEF.NOM
.	MAD	MAD

# paragraph 
# sentence 57d95e56
Händelser	NN	NN.UTR.PLU.IND.NOM

# paragraph 
# sentence 57d40387
Okänt	JJ	JJ.POS.NEU.SIN.IND.NOM
datum	NN	NN.NEU.SIN.IND.NOM

# paragraph 
# sentence 57d4ea7d
•	MID	MID
Den	DT	DT.UTR.SIN.DEF
sydindiske	JJ	JJ.POS.MAS.SIN.DEF.NOM
kejsaren	NN	NN.UTR.SIN.DEF.NOM
Cenguttuvan	PM	PM.NOM
invaderar	VB	VB.PRS.AKT
Kushanriket	PM	PM.NOM
samt	KN	KN
besegrar	VB	VB.PRS.AKT
Kanishka	PM	PM.NOM
och	KN	KN
hans	PS	PS.UTR+NEU.SIN+PLU.DEF
bror	NN	NN.UTR.SIN.IND.NOM
Vijaya	PM	PM.NOM
i	PP	PP
slaget	NN	NN.NEU.SIN.DEF.NOM
vid	PP	PP
Quilaluvam	PM	PM.NOM
(	PAD	PAD
nära	PP	PP
Mathura	PM	PM.NOM
)	PAD	PAD
(	PAD	PAD
omkring	PP	PP
detta	DT	DT.NEU.SIN.DEF
år	NN	NN.NEU.SIN.IND.NOM
)	PAD	PAD
.	MAD	MAD

# paragraph 
# sentence 57d84291
Födda	PC	PC.PRF.UTR+NEU.PLU.IND+DEF.NOM

# paragraph 
# sentence 57d9108a
•	NN	NN.AN
Antinous	PM	PM.NOM
,	MID	MID
kejsar	NN	NN.UTR.SIN.IND.NOM
Hadrianus	PM	PM.GEN
älskare	NN	NN.UTR.SIN.IND.NOM

# paragraph 
# sentence 57d6fe99
Avlidna	PC	PC.PRF.UTR+NEU.PLU.IND+DEF.NOM

# text 
